2013,9.85,31.34
2014,9.1,25.69
2015,8.73,22.85
2016,8.64,21.43
2017,8.28,20.08
2018,8.21,18.57
2019,7.62,17.63
2020,6.86,14.98
2021,5.79,11.49
2022,13.55,23.35
2023,11.63,22.07
